X1,LexikalischerFrame,KE1,KEE,KE2,Lesart,Schwierigkeit,Koerzion,No,Date,Genre,Bibl,ContextBefore,Hit,ContextAfter
beugen,Body_movement,Body_movement.Agent,Body_movement.Body_part,Body_movement.(Goal),neutral,x,1,660,38353,Belletristik,"Genazino, Wilhelm: Die Liebesblödigkeit, München, Wien: Carl Hanser Verlag 2005, S. 151","Ich hebe einen der Kissenzipfel in die Höhe und sehe Sandras Nachthemd, sorgfältig zusammengelegt wie das Nachthemd einer Siebenjährigen.","Ich beuge mich über das Bett und atme den Geruch von Sandras Nachthemd ein, dann verlasse ich die Wohnung.","Unten, auf der Straße, entdecke ich Herrn Bausback, den Postfeind, jedoch leider ein paar Sekunden zu spät."
beugen,Body_movement,Body_movement.Agent,Body_movement.Body_part,Body_movement.(Goal),neutral,x,1,661,38353,Belletristik,"Genazino, Wilhelm: Die Liebesblödigkeit, München, Wien: Carl Hanser Verlag 2005, S. 156",Eine Empfangsdame weist mir ein Tischchen zu.,"Eine Bardame beugt sich so tief über mich herab, daß ich in ihrem Haar gleichzeitig Rauch und Parfüm riechen kann.",In ihrem Ausschnitt schaukelt an einem Goldkettchen ein Tigerzahn aus Plastik.
ergießen,Fluidic_motion,Fluidic_motion.Fluid,Fluid_motion.Fluid,Fluidic_motion.Path,neutral,x,1,664,38353,Belletristik,"Genazino, Wilhelm: Die Liebesblödigkeit, München, Wien: Carl Hanser Verlag 2005, S. 178","Es ist überhaupt kein Wunder, daß meiner Schwester der Mann weggelaufen ist, sagt Sandra.","Der Kellner streift am Tisch nebenan ein Glas Wein, das Glas fällt um, der Wein ergießt sich über meine Hose.",Der Kellner entschuldigt sich und geht weiter.
beugen,Body_movement,Body_movement.Agent,Body_movement.Body_part,Body_movement.(Goal),neutral,x,1,666,38353,Belletristik,"Genazino, Wilhelm: Die Liebesblödigkeit, München, Wien: Carl Hanser Verlag 2005, S. 197","Ich besitze tatsächlich noch einen weiteren alten Koffer, den Koffer meiner Mutter, den ich seit etwa dreißig Jahren mit mir herumschleppe.","Ich hole ihn vom Schrank herunter und beuge mich über ihn, wie ich mich früher über die Mutter gebeugt habe.","Es entströmt dem Koffer immer noch der Muttergeruch, wenn auch schwach."
beugen,Body_movement,Body_movement.Agent,Body_movement.Body_part,Body_movement.(Goal),neutral,x,1,667,38353,Belletristik,"Genazino, Wilhelm: Die Liebesblödigkeit, München, Wien: Carl Hanser Verlag 2005, S. 197","Ich besitze tatsächlich noch einen weiteren alten Koffer, den Koffer meiner Mutter, den ich seit etwa dreißig Jahren mit mir herumschleppe.","Ich hole ihn vom Schrank herunter und beuge mich über ihn, wie ich mich früher über die Mutter gebeugt habe.","Es entströmt dem Koffer immer noch der Muttergeruch, wenn auch schwach."
ergießen,Fluidic_motion,Fluidic_motion.Fluid,Fluid_motion.Fluid,Fluidic_motion.Path,neutral,x,1,674,38353,Belletristik,"Schulze, Ingo: Neue Leben, Berlin: Berlin Verlag 2005, S. 169","Ich hatte es meinem Einfluß zugeschrieben, daß nach der letzten Sportstunde vor den Ferien seine Unglücksschuhe an ihrem Platz blieben.","Als Hendrik hineinfahren wollte, sich dazu hinsetzte und einen Schuh hochhob, ergoß sich ein Schwall Wasser über seine bestrumpften Füße – und auch ich stand in einer Pfütze, was für zusätzlichen Jubel sorgte.","Und nun hatten sich diese Schuhe bei uns eingeschlichen, sie waren bis in mein Zimmer vorgedrungen, die Absätze scheuerten an meiner Liege."
beugen,Body_movement,Body_movement.Agent,Body_movement.Body_part,Body_movement.(Goal),neutral,x,1,677,38353,Belletristik,"Schulze, Ingo: Neue Leben, Berlin: Berlin Verlag 2005, S. 258",Überhaupt trank sie viel.,Plötzlich beugte sich der Baron über den Tisch.,"»Schauen Sie mal da«, flüsterte er und wies mit dem Kopf in Richtung Eingang."
beugen,Body_movement,Body_movement.Agent,Body_movement.Body_part,Body_movement.(Goal),neutral,x,1,688,38353,Belletristik,"Schulze, Ingo: Neue Leben, Berlin: Berlin Verlag 2005, S. 385","Ich hatte bereits mein Bon soir geflüstert und mich auf den Weg zur Kasse gemacht, als ich am Nebentisch die Dekolletes zweier Frauen bemerkte und meinen Kurs änderte.",Ich beugte mich über die beiden Damen – und setzte sämtliche Orangen auf Rot. Augenblicke später sah ich zum zweiten Mal auf die Damen herab und raffte den Gewinn zusammen.,"Der Mann an der Kasse schielte, aber das war die einzige Unregelmäßigkeit."
beugen,Body_movement,Body_movement.Agent,Body_movement.Body_part,Body_movement.(Goal),neutral,x,1,692,38353,Belletristik,"Schulze, Ingo: Neue Leben, Berlin: Berlin Verlag 2005, S. 459","Mitunter, etwa beim Tritt auf sein Hinterteil, lachte er sogar auf.",Geronimo hingegen beugte sich dann wie ein schlechter Schüler tiefer über das Blatt.,"Ich habe Marios Erzählung, vor allem die folgenden Teile, weit weniger ungelenk in Erinnerung, als sie jetzt nachzulesen sind:"
beugen,Body_movement,Body_movement.Agent,Body_movement.Body_part,Body_movement.(Goal),neutral,x,1,694,38353,Belletristik,"Schulze, Ingo: Neue Leben, Berlin: Berlin Verlag 2005, S. 507","»Klasse«, rief sie, »das ist echt klasse!«",Der mit den langen Haaren beugte sich über mich und berührte meine Schulter.,"»Gut, Enrico, sehr gut!"
ziehen,Cause_motion,Cause_motion.Agent,Cause_motion.Theme,Cause_motion.Goal,neutral,x,1,695,38353,Belletristik,"Schulze, Ingo: Neue Leben, Berlin: Berlin Verlag 2005, S. 510","Je näher wir dem Ausgang kamen, desto deutlicher hörten wir die Sprechchöre.","Die Demonstration zog sich vorbei an der Polizei, vorbei am Rathaus über den gesamten Markt und bog am anderen Ende links in die Sporenstraße.",Wir folgten als Nachhut.
beugen,Body_movement,Body_movement.Agent,Body_movement.Body_part,Body_movement.(Goal),neutral,x,1,703,38353,Belletristik,"Schulze, Ingo: Neue Leben, Berlin: Berlin Verlag 2005, S. 672","Die ersten Regentropfen sind so groß, daß man sie einzeln auf dem hellgrauen, bei diesem Licht fast bläulichen Asphalt erkennt.","Salwitzky beugt sich über Vischers Schulter hinweg, dreht den Fenstergriff und öffnet einen Flügel.",Die Tropfen klatschen so laut wie Schneebeeren auf den Asphalt.
erheben,Motion_directional,Motion_directional.Theme,NA,Motion_directional.Path,neutral,x,1,722,38718,Belletristik,"Düffel, John von: Vom Wasser, München: dtv 2006, S. 131","Die wenigsten hält es an ein und derselben Stelle, die wenigsten harren aus in ihrem Revier, zu wild pulsiert das Fieber der Jagd, das sie an die schwirrende, sirrende, von Flügelschlägen vibrierende Oberfläche treibt und sie dem Wasser mit waghalsigen Sprüngen entreißt.","Und so verwirrend vielfältig, so unüberschaubar schwärmend wie das Geschwirr von Fliegen, Mücken und Geschmeiß erhebt sich die Lebendigkeit des Wassers über den Silberspiegel des Stroms am Morgen eines der ersten Sonnentage des Jahres und schlägt den zuckenden, fiebernden Rhythmus der Jagd.","An diesem Morgen saß der Krüppel in dem holzgetäfelten Büro seiner Väter, früher und fremder denn je nach einer vollständig durchwachten Nacht, und schaute aus dem Fenster auf den vor seinen Augen entstehenden Tag."
ergießen,Fluidic_motion,Fluidic_motion.Fluid,Fluid_motion.Fluid,Fluidic_motion.Path,neutral,x,1,727,38718,Belletristik,"Düffel, John von: Vom Wasser, München: dtv 2006, S. 188","Die ersten Blitze schlugen über dem aufströmenden Wasser ein, begleitet von krachendem Donner, so nah und unmittelbar, daß zwischen Licht und Schall kaum ein zeitlicher Unterschied lag.","Flutend ergossen sich die herabfallenden Wolken über Hänge und Wiesen, zogen darüber hinweg wie düstere Rauchsäulen, die von Wasser statt Feuer aufgewirbelt wurden.","Schwer wie Hagel klatschten die Tropfen ins schwarze, aufspritzende Wasser der Orpe, trommelten und titschten gegen die Dächer und Scheiben des Herrenhauses, dessen Rinnen und Abflüsse vielstimmig zu rauschen anfingen."
erheben,Motion_directional,Motion_directional.Theme,NA,Motion_directional.Path,neutral,x,1,730,38718,Belletristik,"Düffel, John von: Vom Wasser, München: dtv 2006, S. 213",Die Sonne stand noch am Nachmittag steil und senkrecht am Himmel.,"Spärliche Pinienwäldchen und einige Reihen von Olivenbäumen erhoben sich über die Trockenheit, faßten aber nicht einmal genügend Schatten, um ihn sich vor die Füße zu werfen.","Wir trafen in der von einem kleinen, abgeschirmten Park umgebenen Apartmentanlage ein."
beugen,Body_movement,Body_movement.Agent,Body_movement.Body_part,Body_movement.(Goal),neutral,x,1,731,38718,Belletristik,"Düffel, John von: Vom Wasser, München: dtv 2006, S. 213","Nur mit einem Handtuch um Brust und Rücken stand sie vor mir und wrang ihre nassen, langen Haare über mir aus.","Sie beugte sich über mich und gab mir einen langen, nach Creme und Parfüm schmeckenden Kuß.","Dann streifte sie sich ein kurzes Sommerkleid über, ordnete ihr nasses Haar mit bloßen Fingern und verschwand in Richtung Lounge, wo man sie bereits erwartete."
beugen,Body_movement,Body_movement.Agent,Body_movement.Body_part,Body_movement.(Goal),neutral,x,1,737,38718,Belletristik,"Düffel, John von: Vom Wasser, München: dtv 2006, S. 266","Die strenge Ordnung seines Schlafs stand in so krassem Widerspruch zu der gesamten Umgebung, daß ich versucht war, ihn zu berühren, weil seine gesamte Erscheinung mir dermaßen unglaubhaft vorkam.","Ich beugte mich über seine flach atmende Brust, die sich so wenig bewegte, daß ich dem kaum hörbaren Stöhnen eine Weile lauschte, um mich zu vergewissern.","Ja, erlebte."
ergießen,Fluidic_motion,Fluidic_motion.Fluid,Fluid_motion.Fluid,Fluidic_motion.Path,neutral,x,1,739,38718,Belletristik,"Glavinic, Thomas: Die Arbeit der Nacht, München Wien: Carl Hanser Verlag 2006, S. 37",So fuhr er mit dem Toyota in die Auslage.,Krachend ergoß sich ein Splitterregen über den Wagen.,Jonas setzte zurück.
schleppen,Bringing,Bringing.Agent,Bringing.Theme,Bringing.Path,manner,a,1,760,38718,Belletristik,"Glavinic, Thomas: Die Arbeit der Nacht, München Wien: Carl Hanser Verlag 2006, S. 278","Ohne zu überlegen, schlug er eine bestimmte Richtung ein.","Er stützte sich auf das Gewehr, schleppte sich über Hügel, kletterte über Zäune, stolperte durch schlammige Mulden.","Er kam an einem Schuppen vorbei, blieb jedoch nicht stehen."
schlängeln,Motion,Motion.Theme,NA,Motion.Path,manner,x,1,770,38718,Belletristik,"Glavinic, Thomas: Die Arbeit der Nacht, München Wien: Carl Hanser Verlag 2006, S. 379",Er wollte nicht direkt bestrahlt werden.,"Bald schlängelten sich so viele Kabel durch die Wiese und über den Betonboden, daß er alle paar Meter strauchelte.",Zumal es allmählich dunkel wurde.
beugen,Body_movement,Body_movement.Agent,Body_movement.Body_part,Body_movement.(Goal),neutral,x,1,772,38718,Belletristik,"Krausser, Helmut: Eros, Köln: DuMont 2006, S. 74",Medizinisches Untersuchungszimmer.,"Der Arzt beugt sich über A., hört ihn mit dem Stethoskop ab.",Läßt A. durch das Stethoskop seinen eigenen Herzschlag hören.
beugen,Body_movement,Body_movement.Agent,Body_movement.Body_part,Body_movement.(Goal),neutral,x,1,773,38718,Belletristik,"Krausser, Helmut: Eros, Köln: DuMont 2006, S. 75",Nacht.,"Drei ältere Jungs sehen ihn an, beugen sich über sein Bett, einer kniet auf A.s Brustkorb.",A. schreit.
beugen,Body_movement,Body_movement.Agent,Body_movement.Body_part,Body_movement.(Goal),neutral,x,1,777,38718,Belletristik,"Krausser, Helmut: Eros, Köln: DuMont 2006, S. 168","Ein Mann mit wutverzerrtem Gesicht schlägt mit einem Stahlrohr um sich, Blut fließt, Leute gehen schreiend zu Boden.","Sofie beugt sich über einen verletzten Studenten, drückt ihm ihr Taschentuch auf die Nase, aus der Blut schießt, der Schläger tänzelt derweil, wie ein Derwisch in Trance, teilt Hiebe aus nach rechts, nach links, plötzlich ist da keine schützende Menschenmenge mehr, nur Sofie und der benommene Student hocken noch auf dem Pflaster – und der Schläger tänzelt nicht länger, er rennt auf die beiden zu.","Das ist das Ende, denkt Sofie, aber aus ihrem Rückraum heraus werfen sich zwei Männer mittleren Alters, beides richtige Schränke von Männern, dem Schläger entgegen, rammen ihn, er knickt um, geht zu Boden."
beugen,Body_movement,Body_movement.Agent,Body_movement.Body_part,Body_movement.(Goal),neutral,x,1,778,38718,Belletristik,"Krausser, Helmut: Eros, Köln: DuMont 2006, S. 169","Das ist das Ende, denkt Sofie, aber aus ihrem Rückraum heraus werfen sich zwei Männer mittleren Alters, beides richtige Schränke von Männern, dem Schläger entgegen, rammen ihn, er knickt um, geht zu Boden.","Einer der beiden beugt sich über Sofie, hebt sie hoch, zerrt sie an die Hauswand.",»Komm mit.
schwingen,Body_movement,Body_movement.Agent,Body_movement.Body_part,Body_movement.(Path),manner,x,1,791,38718,Belletristik,"Noll, Ingrid: Ladylike, Zürich: Diogenes 2006, S. 313","Anneliese rührt das nicht weiter, sie rezitiert:","Wie der Vogel des Walds über die Gipfel fliegt, Schwingt sich über den Strom, wo er vorbei dir glänzt,","Leicht und kräftig die Brücke, Die von Wagen und Menschen tönt,"
beugen,Body_movement,Body_movement.Agent,Body_movement.Body_part,Body_movement.(Goal),neutral,x,1,811,38718,Belletristik,"Schrott, Raoul: Tristan da Cunha oder die Hälfte der Erde; Hanser Verlag 2003, S. 155","Aus dem Tanzbuch der Nationen gestrichen, aber erscheinen den Franzosen die Inseln bloß um so begehrlicher.","Und so zieht sich die Delegation mit einem Nasenrümpfen schließlich von diesem ausgelassen europäischen Ball geschlossen zurück und begibt sich ins Herrenzimmer, wo man sich statt dessen über Seekarten beugt und der Phantasie freien Lauf läßt, Intrigen schmiedet, die zu nichts führen, eine Weltherrschaft anstrebt, zu der bloß noch ein Napoleon fehlt.","So erwachsen unseren Franzosen anstelle von Kolonien nur Utopien sonder Zahl; und einzig in ihnen wurden der Ausbreitung Frankreichs keine anderen Grenzen gesetzt als jene, die sich auf Seekarten erträumen ließen."
beugen,Body_movement,Body_movement.Agent,Body_movement.Body_part,Body_movement.(Goal),neutral,x,1,813,38718,Belletristik,"Schrott, Raoul: Tristan da Cunha oder die Hälfte der Erde; Hanser Verlag 2003, S. 199","Salomo stellte die Säulen an der Vorhalle auf, und den Tempel, die Balken, die Schwellen, seine Wände und Türen überzog er mit Gold und ließ Cherubim eingravieren.","Dann beugt sich der Großmeister über Glass, jetzt ist er in die Brüderschaft aufgenommen, flüstert er ihm der Maurer Worte ins Ohr: Jachin und Boas, die rechte und die linke Säule des Tempels, die eine, die in der Flut nicht versank, die andere, die das Feuer nicht verbrannte.","Es sind die Säulen eines heiligen Ortes, die Säulen, die alles Wissen tragen, die beiden Säulen, hinter denen eine unbekannte Welt beginnt, plus ultra ist auf ihnen eingemeißelt, sie stehen beiderseits einer Meerenge, jenseits ihrer ist alles zu entdecken, eine neue Welt, in der das Paradies liegt und der Mittelpunkt der Erde, und jenseits der Bahn der Sonne ist eine Insel wie ein in den Ozean gezirkelter Kreis, der Tempel eines Bergs mitten im Meer, Glass starrt darauf, starrt auf das Kreidesymbol zu seinen Füßen, er hört nichts mehr und sagt nichts mehr, vielleicht weiß er nicht, was er erwidern soll, es ist ihm gleichgültig, was noch geschieht, er denkt an Marah."
drängen,Self_motion,Self_motion.Self_mover,NA,Self_motion.Goal,manner,a,1,818,38718,Belletristik,"Schrott, Raoul: Tristan da Cunha oder die Hälfte der Erde; Hanser Verlag 2003, S. 321","Sturm kamen auch die Grundseen, steil überbrechende Wogen, die am antarktischen Kreis ihren Ursprung genommen hatten; sie rollten nordwärts, trafen auf den mit Sand durchsetzten Brasilstrom und liefen nun auf die Insel zu.","Bevor die ersten von den Riffen gebrochen wurden, schienen sie kaum von der Stelle zu kommen, sich nur umzuwälzen; dahinter aber schwoll die Brandung an, eine Woge drängte sich über die andere, sie nahmen an Höhe zu, bis sie einen einzigen langen Grat bildeten, der überzuhängen schien, nur mehr von den Fallwinden des Berges hintangehalten, zerrissen weiß.",NOOMI MORHOLT JOURNAL ZWEI FEBER / MÄRZ 2003 DIE MITTE DER WELT
beugen,Body_movement,Body_movement.Agent,Body_movement.Body_part,Body_movement.(Goal),neutral,x,1,829,38718,Belletristik,"Schrott, Raoul: Tristan da Cunha oder die Hälfte der Erde; Hanser Verlag 2003, S. 425","Die Zunge lag auf dem nackten Knochen, der Schädel eine Schatulle aus Elfenbein, in ihr steht alles geschrieben; der Körper ist das Gewölbe des Himmels, sein Inneres, das ist die Brust, die sich hebt und senkt und hebt und senkt.","Das Herz ist ein Feuer, das Leben Wasser, es fließt in einem Tempel, über Balken und Schwellen, die Wände und Türen sind überzogen mit Gold; ein Kerub beugt sich über ihn, und seine Lippen formen der Freimaurer Worte: Jachin und Boas, die rechte und die linke Säule von Salomos Bau, jene, die in der Flut nicht versank, und jene, die das Feuer nicht verbrannte.","Hinter ihnen liegt der Mittelpunkt der Erde, ein Berg mitten im Meer, Glass aber starrt auf einen Kreis an der Decke, er hört nichts mehr und sagt nichts mehr; es ist ihm nicht gleichgültig, was jetzt geschieht, aber nach all den Jahren denkt er nun an seine Marah."
schlängeln,Motion,Motion.Theme,NA,Motion.Path,manner,x,1,830,38718,Belletristik,"Schrott, Raoul: Tristan da Cunha oder die Hälfte der Erde; Hanser Verlag 2003, S. 435","Erst auf Anweisung des Kapitäns, der das Schott zum Laderaum selbst unter Augenschein nahm, stiegen ein paar von uns zu ihm hinab, es zu öffnen.","Die Luft war stickig, der Rauch schlängelte sich über die Brocken, kaum vom Kohlenstaub unterscheidbar.","Er sickerte aus unsichtbaren Rissen, feine Fäden, die sich zu Gaze verwoben."
ergießen,Fluidic_motion,Fluidic_motion.Fluid,Fluid_motion.Fluid,Fluidic_motion.Path,neutral,x,1,831,38718,Belletristik,"Schrott, Raoul: Tristan da Cunha oder die Hälfte der Erde; Hanser Verlag 2003, S. 439","Die Großluke und jene am Vorschiff wurden als Ganzes weggesprengt, sie schienen einen Augenblick lang in der Luft zu hängen, bevor sie krachend aufs Meer prallten, das Bild ist mir wie in die Netzhaut eingebrannt, geblendet vom Scharlach der Flamme.","Ein Splitterregen fegte über uns hinweg; aus dem Laderaum quollen Schwaden von Rauch, das Gas, das sich aufgestaut hatte, entwich mit ohrenbetäubendem Zischen, Asche und Schlacken ergossen sich über uns, glühten an den Segeln auf und sengten Löcher in sie, Feuerzungen flackerten auf und griffen um sich, weit über das Deck.","Die Hitze trieb uns Tränen in die Augen, und Kohlenstaub hing über dem ganzen Schiff, eine dumpfrot glühende Wolke."
ergießen,Fluidic_motion,Fluidic_motion.Fluid,Fluid_motion.Fluid,Fluidic_motion.Path,neutral,x,1,832,38718,Belletristik,"Schrott, Raoul: Tristan da Cunha oder die Hälfte der Erde; Hanser Verlag 2003, S. 440","Der Steuermann legte das Ruder hart herum, die Marsbrassen vor dem Wind, in dem wir liefen.","Sobald das Manöver beendet war, ergoß sich eine Flut von Wasser über unsere Köpfe, und der Wind schwoll derart an, daß die Bark stark nach Backbord krängte.",Im Zwielicht hellte es nur zeitweise auf; und da sah mein Bruder Gaetano zwischen Vordersteven und den Fockrüsten einen etwa zwei Meilen entfernten Fels auftauchen.
heben,Body_movement,Body_movement.Agent,Body_movement.Body_part,Body_movement.(Goal),neutral,x,1,836,38718,Belletristik,"Schrott, Raoul: Tristan da Cunha oder die Hälfte der Erde; Hanser Verlag 2003, S. 499",Gerade noch.,So hebt sich die Seele über alles Mittelmaß empor.,"Nicht willig, nein: willentlich."
senken,Motion_directional,Motion_directional.Theme,NA,Motion_directional.Goal,neutral,x,1,837,38718,Belletristik,"Schrott, Raoul: Tristan da Cunha oder die Hälfte der Erde; Hanser Verlag 2003, S. 504","Eine Post, eine Kantine, eine Kapelle und endlich das Vereinshaus, in dem alle schon auf uns warten.","Bei unserem Eintritt senkt sich Schweigen über die Menge, keiner schüttelt uns die Hände, bis als letzter von uns Adam Swain durch die Tür schreitet und schulterklopfend begrüßt wird.","Wir vier gehen auf die Bühne, auf der noch die Kulisse eines Stücks aufgebaut ist, Shakespeares Sturm allem Anschein nach."
ziehen,Cause_motion,Cause_motion.Agent,Cause_motion.Theme,Cause_motion.Goal,neutral,x,1,838,38718,Belletristik,"Schrott, Raoul: Tristan da Cunha oder die Hälfte der Erde; Hanser Verlag 2003, S. 519","Leichte H' E' dstöße kamen h'anfangs 'n paa'mal pro Tag, h' und das ging so h' über Wochen, daß wir h'uns be'eits da' an gewöhnt hatten, erzählt Adam. 'n richtiges Beben spü'ten wir h'e'st sonntags h' in der Ki'che, wo sich die Maue'n bogen h'und 's h' einen Augenblick so h'aussah, h' als stü 'ze das Dach h' über h' uns zusammen.","Wir liefen Hals über Kopf h'ins F'eie h'und dann k'achte der Be'g h'in 'er riesigen Staubwolke he'ab, Risse zogen sich du'chs G'as h'und h'über die Wege; h'in den Häuse'n war h'alles von den Wänden gefallen h'und weder Fenster noch Tü'en ließen sich mehr schließen.","Wir schliefen draußen; anderntags h'aber waren die meisten Risse wie durch ein Wunder wieder verschwunden, und auch die Türen gingen wieder tadellos auf."
ziehen,Cause_motion,Cause_motion.Agent,Cause_motion.Theme,Cause_motion.Goal,neutral,x,1,840,38718,Belletristik,"Schrott, Raoul: Tristan da Cunha oder die Hälfte der Erde; Hanser Verlag 2003, S. 539","Ich nehme mein Heft und den Bleistift und zeichne Dich, Dein Gesicht zur Seite gedreht, die Lippen leicht geöffnet, auf dem Schlafsack ein kleiner Speichelfleck.","Vom Ohr zieht sich ein Schatten über das Hohl der Wange zur Nase, ich schraffiere ihn und ziehe ihn weiter wieder auf das Rund des Lides und die Stirn.","Nur die Backenknochen sind hell, Unterkiefer und Hals; das Schlüsselbein, wie es sich durch mein Militärhemd abzeichnet."
tasten,Seeking,Seeking.Cognizer_agent,Motion.Theme,Motion.Path,manner,a,7,852,38718,Belletristik,"Venske, Regula: Marthes Vision, Frankfurt am Main: Eichborn Verlag 2006, S. 184","In dieser Stunde schläft man selbst hier, der Doorman hat seinen Dienst vor vielen Jahren quittiert.","Die Frau nimmt nicht den Fahrstuhl, sondern tastet sich über die Treppen hinauf in den sechsten Stock, vorbei an den schlafenden Bettlern, die der heilige Martin vergaß.",Behutsam schließt sie die Tür zu deinem Apartment auf.
schließen,Body_movement,Body_movement.Body_part,NA,Body_movement.(Goal),neutral,x,1,23,36526,Belletristik,"Koneffke, Jan: Paul Schatz im Uhrenkasten, Köln: DuMont Buchverlag 2000, S. 64",Es half kein Strampeln!,Doktor Schmidts Eisenklaue schloß sich fest um seinen Nacken.,"Er zerrte Paul zum zweiten Stock hoch und beachtete Tante Else nicht, die »Was ist denn passiert?« schrie."
schließen,Body_movement,Body_movement.Body_part,NA,Body_movement.(Goal),neutral,x,1,24,36526,Belletristik,"Koneffke, Jan: Paul Schatz im Uhrenkasten, Köln: DuMont Buchverlag 2000, S. 75",Es war schwarz um Paul.,Eine Faust schloß sich um seinen Leib und preßte seine Arme und Beine zusammen.,"Oder war es ein Stein in seinem Bauch, der gegen Herz und Rippen krachte?"
schließen,Body_movement,Body_movement.Body_part,NA,Body_movement.(Goal),neutral,ax,1,48,36526,Belletristik,"Koneffke, Jan: Paul Schatz im Uhrenkasten, Köln: DuMont Buchverlag 2000, S. 200","»Oh«, spottete Lotte, »du hast dich verausgabt«, sie legte sich neben Paul, »meintest du etwa, ich laß dich ertrinken?«",Und Lottes Finger strichen um Nabel und Schamhaare und schlossen sich um sein Geschlecht.,"»Ach, ist er klein«, seufzte sie, »eine Nachtschnecke, ein kaltes Kriechtier."
drehen,Cause_to_move_in_place,Cause_to_move_in_place.Agent,Cause_to_move_in_pace.Theme,Cause_to_move_in_place.Fixed_location,neutral,x,1,62,36530,Zeitung,"Die Zeit, 05.01.2000, Nr. 2","Will ich doch nicht noch einmal das Gleiche durchleben, auch nicht mit der Möglichkeit zur Korrektur.","Wieder bin ich gefangen in Splendid Isolation, dreht sich die Welt um mich und ich habe keinen Zutritt zu ihren Geheimnissen.","Weiß nicht, wie nah oder wie fern mir Gott ist und die Menschen sind."
bewegen,Motion,Motion.Theme,NA,Motion.Path,neutral,x,1,125,36573,Zeitung,"Die Zeit, 17.02.2000, Nr. 8",Pünktlich um zehn Uhr öffnen sich automatisch die gläsernen Trennscheiben zum Geldmuseum der Deutschen Bundesbank in Frankfurt.,Über der Eingangstür bewegt sich die DM im schwerelosen Raum um unseren globalisierten Planeten.,"Frei, ungebunden, unkontrolliert - wie im richtigen Leben."
winden,Motion,Motion.Theme,NA,Motion.Path,manner,x,1,142,36587,Zeitung,"Die Zeit, 02.03.2000, Nr. 10","Stephen Gan vom amerikanischen Magazin Visionaire dagegen zählt sich gern zur Avantgarde und merkt nicht, dass sein Magazin dafür zu kommerziell ist.",Er trägt den Bauchnabel immer frei und windet sich wie eine Schlange um gefeierte Designer.,Im Moment knutscht er mit Edi Slimane von Yves Saint Laurent.
drängen,Self_motion,Self_motion.Self_mover,NA,Self_motion.Goal,manner,a,1,168,36601,Zeitung,"Die Zeit, 16.03.2000, Nr. 12",NA,Moskau Im Kongresspalast des Kremls drängen sich die Delegierten um die letzten freien Plätze.,"Beim Gründungsparteitag der politisch korrektesten Bewegung des neuen Russland, Einheit oder auch Bär genannt, möchten alle dabei sein."
drängeln,Cause_motion,Cause_motion.Agent,Cause_motion.Theme,Cause_motion.Path,manner,a,1,178,36608,Zeitung,"Die Zeit, 23.03.2000, Nr. 13",Aber sie bleiben in ihrem Büro im Schulgebäude der serbischen Enklave Gorazdevac.,"Draußen ist der Jeep vom Roten Kreuz mit der täglichen Suppe angekommen, Kinder und Alte drängeln sich mit kleinen Plastikeimern um das Auto.","Herr Bukominic ist Rektor des Gymnasiums, Frau Bukominic leitet die Grundschule."
drehen,Cause_to_move_in_place,Cause_to_move_in_place.Agent,Cause_to_move_in_pace.Theme,Cause_to_move_in_place.Fixed_location,neutral,x,1,233,36636,Zeitung,"Die Zeit, 20.04.2000, Nr. 17","Manche Songs erzählten kleine Geschichten wie die, dass man für einen großen Baum nur eine kleine Axt braucht, solange sie ""sharp and ready"" ist.","Andere drehten sich um die Sonne und das Gefühl, ein Regenbogen zu sein.",Diese Musik der Upsetter Collection ist der Blueprint von Reggae.
drehen,Cause_to_move_in_place,Cause_to_move_in_place.Agent,Cause_to_move_in_pace.Theme,Cause_to_move_in_place.Fixed_location,neutral,x,1,323,36892,Belletristik,"Hettche, Thomas: Der Fall Arbogast, Köln: DuMont Buchverlag, 2001, S. 211","Im Vorübergehen warf Arbogast einen Blick auf die Tafel mit den eingesteckten Belegkärtchen der Gefangenen im Büro und auf sein Kärtchen mit der Nummer 312, das unverändert immer an derselben Stelle steckte, während die Namen der anderen ständig wechselten.","Während er noch versuchte, sich an die Namen zu erinnern, brachte ihn einer der jungen Hilfsaufseher zum Besuchsraum, und während Arbogast ihm folgte, kam es ihm vor, als sähe er plötzlich alle Namen vor sich, und wie in einem Zeichentrickfilm stoben mit einemmal diese mit Tinte und Kugelschreiber in Blau und in Schwarz oder auch in Dunkelgrün von den verschiedenen Bereichsdienstleitern, den Flügel- und Stockwerksbeamten, Haupt- und Oberwachtmeistern beschriebenen, abgestoßenen und fleckigen Kärtchen durcheinander wie von einem Sturm angefacht, und wirbelten und drehten sich um jene eine Karte, die seinen Namen trug und scheinbar unverrückbar in der hölzernen Tafel steckte, die Platz für alle vierunddreißig Häftlinge des zweiten Stockwerks im vierten Flügel des Neuen Männerzuchthauses Bruchsal bot.",Ansgar Klein sah von einer Akte auf und nickte ihm lächelnd zu.
